SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	ColideEvent	ColideSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	SkillDesc
丐帮掌法	被动攻击辅助	116	11	3	\spr\Ui\技能图标\暗器使用.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\gaibang-zhangfa.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p		addfiremagic_v														提高空手攻击的能力。
投石问路	内功系攻击	117	2	0	\spr\Ui\技能图标\icon_sk_gb_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	280	0	0	0	4	1	44	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang\投石问路.lua	physicsdamage_v		firedamage_v		skill_cost_v																丐帮的入门武功，只能试探敌人虚实。
孤木遁雷	主动防御辅助	118	22	0	\spr\Ui\技能图标\icon_sk_gb_02.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	49	0	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\孤木遁雷.lua	lightingres_p		skill_cost_v																		丐帮特有绝技，借木象以解雷电，可提高单人电抗性。
沿门托钵	外功系攻击	119	1	0	\spr\Ui\技能图标\icon_sk_gb_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	240	0	0	0	4	1	45	0	1	1	11	0	0	5	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	2	0	0	0	0		0					0	0	\script\skill\gaibang\yanmen-tuobo.lua	physicsenhance_p		firedamage_v		skill_cost_v																丐帮的进阶武功，用于防身。
奔流到海	主动防御辅助	120	22	0	\spr\Ui\技能图标\icon_sk_gb_12.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	50	0	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\奔流到海.lua	fireres_p		skill_cost_v																		丐帮特有绝技，借水象以解烈火，可提高单人火抗性。
妙手空空		121		2	\spr\Ui\技能图标\icon_sk_gb_13.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	180	0	0	0	4	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\妙手空空.lua	skill_cost_v																				丐帮弟子的吃饭本领，可隔空取物。
见人伸手	内功系攻击	122	2	0	\spr\Ui\技能图标\icon_sk_gb_21.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	300	0	0	0	4	1	46	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	\script\skill\gaibang\jianren-shenshou.lua	physicsdamage_v		firedamage_v		skill_cost_v																丐帮的中级武功，学会了才有能力惩奸除恶。
奎木星照	主动防御辅助	123	22	0	\spr\Ui\技能图标\icon_sk_gb_22.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	51	0	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\奎木星照.lua	poisonres_p		skill_cost_v																		丐帮特有绝技，借金象以解蛊毒，可提高单人毒抗性。
打狗阵	光环攻击辅助	124	13	2	\spr\Ui\技能图标\icon_sk_gb_23.spr				44	1	2	0	180	0	0	0	4	7	209	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\dagou-zhen.lua	addphysicsdamage_p																				丐帮看家法宝，结阵之后大幅度提高丐帮棒法攻击能力。
天下无狗	外功系攻击	125	1	0	\spr\Ui\技能图标\icon_sk_gb_31.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	400	0	0	5	4	3	47	0	16	1	11	0	0	5	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	2	1	0	0	0		0					0	0	\script\skill\gaibang\tianxia-wugou.lua	physicsenhance_p		firedamage_v		skill_cost_v																丐帮的高级武功，变化精妙。
金乌映雪	主动防御辅助	126	22	0	\spr\Ui\技能图标\icon_sk_gb_32.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	52	1	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\金乌映雪.lua	coldres_p		skill_cost_v																		丐帮特有绝技，借土象以解寒冰，可提高单人冰抗性。
滑不留手	主动战斗辅助	127	22	0	\spr\Ui\技能图标\icon_sk_gb_33.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	0	0	0	0	11	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\huabu-liushou.lua	fastwalkrun_p		skill_cost_v		staminamax_p																丐帮特有绝技，可以延长自身的跑步时间，增加跑步速度。
亢龙有悔	内功系攻击	128	2	0	\spr\Ui\技能图标\icon_sk_gb_41.spr	\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	4	2	48	0	8	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	0	0	3		1					0	0	\script\skill\gaibang\kanglong-youhui.lua	skill_cost_v		firedamage_v		skill_eventskilllevel		skill_misslenum_v		skill_misslesform_v		skill_param1_v		skill_param2_v		missle_speed_v		missle_lifetime_v				丐帮的顶级武功，丐帮帮主以之威震天下。
化险为夷	主动防御辅助	129	22	0	\spr\Ui\技能图标\icon_sk_gb_42.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	2	0	400	0	0	0	4	6	53	0	1	1	11	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\化险为夷.lua	physicsres_p		skill_cost_v																		丐帮特有绝技，借火象以增防御，可提高单人物理抗性。
醉蝶狂舞	主动防御辅助	130	22	2	\spr\Ui\技能图标\icon_sk_gb_43.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			43	0	2	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang\zuidie-kuangwu.lua	allres_p		skill_cost_v		meleedamagereturn_p																丐帮秘技，借酒力洗涤经脉，能同时增加所有的抗性。
天忍刀法	被动攻击辅助	131	11	3	\spr\Ui\技能图标\刀法.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\天忍刀法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																提高使用刀类武器的能力。
天忍矛法	被动攻击辅助	132	11	3	\spr\Ui\技能图标\棍法.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\天忍矛法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																
天忍斧法取消	被动攻击辅助	133	11	3	\spr\Ui\技能图标\刀法.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0																						
天忍锤法	被动攻击辅助	134	11	3	\spr\Ui\技能图标\双锤套路.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\天忍锤法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																
残阳如血	内功系攻击	135	2	0	\spr\Ui\技能图标\icon_sk_tr_01.spr		\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	270	0	0	0	4	1	54	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\tianren\残阳如血.lua	firedamage_v		skill_cost_v																		天忍的入门武功，以火药辅助武功发出火球以烧伤敌人。
火莲焚华	主动战斗辅助	136	32	2	\spr\Ui\技能图标\icon_sk_tr_02.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	21	0	2	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\火盾.lua	meleedamagereturn_v		skill_cost_v																		天忍绝技，以阳刚内力灼伤贴身攻击自己的敌人。
幻影飞狐	主动防御辅助	137	22	2	\spr\Ui\技能图标\icon_sk_tr_03.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	26	0	2	0	400	0	0	0	4	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\幻影飞狐.lua	attackratingenhance_p		skill_cost_v																		天忍异术，干扰敌人视线以降低他们的攻击命中率。
推山填海	内功系攻击	138	2	0	\spr\Ui\技能图标\icon_sk_tr_07.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	2	0	400	0	5	5	4	0	55	1	10	1	11	0	0	10	0	0	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	1	10	0	64		0					0	0	\script\skill\tianren\推山填海.lua	firedamage_v		skill_cost_v																		天忍的进阶武功，利用火药地雷布成火墙以烧伤敌人。
浑水摸鱼	外功系攻击	139	1	0	\spr\Ui\技能图标\icon_sk_tr_12.spr	\spr\skill\天忍\mag_tr_09_借力打力.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	60	0	0	0	4	1	70	0	1	1	9	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	\script\skill\tianren\借力打力.lua	physicsenhance_p		stealstamina_p		skill_cost_v																天忍秘传奇功，击中敌人时能吸取体力为己用。
飞鸿无迹	主动攻击辅助	140	12	2	\spr\Ui\技能图标\icon_sk_tr_13.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	27	0	2	0	400	0	0	0	4	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\飞鸿无迹.lua	adddefense_v		skill_cost_v																		天忍异术，干扰敌人注意以降低他们的防御力。
烈火情天	内功系攻击	141	2	0	\spr\Ui\技能图标\icon_sk_tr_21.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	2	0	400	0	1	5	4	3	56	0	16	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	\script\skill\tianren\烈火晴天.lua	firedamage_v		skill_cost_v																		天忍的中级武功，利用同时发出一圈火球以烧伤四周的敌人。
偷天换日	外功系攻击	142	1	0	\spr\Ui\技能图标\icon_sk_tr_22.spr	\spr\skill\天忍\mag_tr_09_偷天换日.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	60	0	0	0	4	1	69	0	1	1	9	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	20	-2	0	80	0	0		0					0	0	\script\skill\tianren\偷天换日.lua	physicsenhance_p		steallife_p		skill_cost_v																天忍秘传奇功，击中敌人时能吸取生命为己用。
厉魔夺魂	主动防御辅助	143	22	2	\spr\Ui\技能图标\icon_sk_tr_23.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			28	0	2	0	180	0	0	0	4	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\limo-duohun.lua	addphysicsdamage_p		skill_cost_v																		天忍异术，干扰敌人心神以降低他们的伤害力。
明尊本生取消		144		3	\spr\Ui\技能图标\icon_sk_tr_24.spr		\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\御火功.lua	fireres_p																				天忍内功，能增加对火攻击的抗性。
弹指烈焰	内功系攻击	145	2	0	\spr\Ui\技能图标\icon_sk_tr_31.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	2	0	280	0	0	0	4	1	57	0	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	1	0	0	0		0					0	0	\script\skill\tianren\弹指烈焰.lua	firedamage_v		skill_cost_v																		天忍的高级武功，以深厚的阳性内力辅助火药发出毁灭性的火焰。
五行阵	光环防御辅助	146	23	2	\spr\Ui\技能图标\icon_sk_tr_32.spr		0	0	29	1	2	0	180	0	0	0	4	7	226	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\wuxing-zhen.lua	adddefense_v																				天忍奇阵，可增加队伍的防御力。
玄冥吸星	外功系攻击	147	1	0	\spr\Ui\技能图标\icon_sk_tr_33.spr	\spr\skill\天忍\mag_tr_09_吸星大法.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	60	0	0	0	4	1	71	0	1	1	9	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	20	-2	0	80	0	0		0					0	0	\script\skill\tianren\吸星大法.lua	physicsenhance_p		stealmana_p		skill_cost_v																天忍秘传奇功，击中敌人时能吸取内力为己用。
魔炎七杀	外功系攻击	148	1	0	\spr\Ui\技能图标\icon_sk_tr_41.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	570	0	1	0	4	6	58	1	1	1	11	1	0	5	0	0	0	24	1	0	1	0	0	0	0	0	1	192	0	0	0	0	0	0	0	50	20	-2	1	0	0	20	0	0	0				0	0	\script\skill\tianren\七伤神拳.lua	firedamage_v		skill_cost_v		fatallystrike_p																天忍的顶级武功，具有强大的火伤害能力。
蚀骨血刃	主动攻击辅助	149	12	2	\spr\Ui\技能图标\icon_sk_tr_42.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			25	0	2	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\tianren\shigu-xueren.lua	addfiredamage_v		skill_cost_v																		天忍奇术，能短时间内为武器增加火伤害力。
天魔解体	主动攻击辅助	150	12	2	\spr\Ui\技能图标\icon_sk_tr_43.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr	0	0	30	0	2	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\tianren\tianmo-jieti.lua	addphysicsdamage_p		attackratingenhance_p		lifemax_p		adddefense_v		skill_cost_v		attackspeed_v										天忍教偷学的部分天魔解体心法，在降低自己防御力生命力的同时大幅度增加攻击力。
武当剑法	被动攻击辅助	151	11	3	\spr\Ui\技能图标\剑法.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0		0					1	0	\script\skill\wudang\武当剑法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																提高使用剑类武器的能力。
武当拳法	被动攻击辅助	152	11	3	\spr\Ui\技能图标\暗器使用.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudang\武当拳法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																提高空手攻击的能力。
怒雷指	内功系攻击	153	2	0	\spr\Ui\技能图标\icon_sk_wa_01.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	1	24	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\wudang\怒雷指.lua	lightingdamage_v		skill_cost_v																		武当入门武功,用指风攻击单个敌人.
阴阳气取消		154		3	\spr\Ui\技能图标\icon_sk_wa_02.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudang\阴阳气.lua	lightingres_p																				武当初级心法,增加自身的电抗性.
沧海明月	内功系攻击	155	2	0	\spr\Ui\技能图标\icon_sk_wa_13.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	480	0	0	0	5	1	25	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	1	0	0	0		0					0	0	\script\skill\wudang\沧海明月.lua	lightingdamage_v		skill_cost_v																		武当进阶武功,攻击直线上的所有敌人.
纯阳心法	被动属性加强	156	41	3	\spr\Ui\技能图标\icon_sk_wa_11.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\wudang\纯阳心法.lua	manamax_p																				武当内功基础,增加内力上限.
坐忘无我	主动防御辅助	157	22	2	\spr\Ui\技能图标\icon_sk_wa_12.spr	\spr\skill\昆仑\kl_16_魔法施放.spr			19	0	2	0	180	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\wudang\坐忘无我.lua	manashield_p		skill_cost_v																		武当独门心法,可用内力抵消生命的伤害.
剑飞惊天	内功系攻击	158	2	0	\spr\Ui\技能图标\icon_sk_wa_22.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	2	0	400	0	0	0	5	6	26	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	0	1	0	0	0		0					0	0	\script\skill\wudang\天际惊雷.lua	lightingdamage_v		skill_cost_v																		武当中级武功,可攻击小范围内所有敌人，必须装备剑.
七星阵	光环攻击辅助	159	13	2	\spr\Ui\技能图标\icon_sk_wa_23.spr				20	1	2	0	180	0	0	0	5	7	211	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\wudang\qixing-zhen.lua	addphysicsdamage_p		attackratingenhance_p		adddefense_v		meleedamagereturn_v														武当奇门阵法,可增加队友的攻击命中率与伤害.
梯云纵	被动战斗辅助	160	31	3	\spr\Ui\技能图标\icon_sk_wa_21.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\wudang\梯云纵.lua	fastwalkrun_p																				武当特有轻功,可增加跑步速度.
两仪心法	被动攻击辅助	161	11	3	\spr\Ui\技能图标\icon_sk_wa_31.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\wudang\两仪心法.lua	castspeed_v																				武当独门内功,能增加发招速度.
玄一无象	内功系攻击	162	2	0	\spr\Ui\技能图标\icon_sk_wa_32.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	520	0	0	0	5	6	27	1	1	1	11	0	0	5	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	0	1	0	0	1		0					0	0	\script\skill\wudang\xuanyi-wuxiang.lua	lightingdamage_v		skill_cost_v																		武当高级武功,用剑气对单个敌人造成伤害,防不胜防.
人剑合一取消		163		2	\spr\Ui\技能图标\icon_sk_wa_33.spr	\spr\skill\昆仑\kl_16_魔法施放.spr			18	1	2	0	180	0	0	0	5	6	215	1	1	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\wudang\人剑合一.lua																					武当剑法的高级境界,在短时间内可自动随机发出剑气伤害附近的敌人.
剥及而复	内功系攻击	164	2	0	\spr\Ui\技能图标\icon_sk_wa_42.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	2	0	470	0	0	0	5	6	28	1	1	1	11	0	0	5	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	1		0					0	0	\script\skill\wudang\剥及而复.lua	lightingdamage_v		skill_cost_v		stun_p																武当绝顶武功,爆发出劲气攻击附近大片范围内敌人.
无我无剑	内功系攻击	165	2	0	\spr\Ui\技能图标\icon_sk_wa_43.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	0	0	0	0	2	0	400	0	1	0	5	3	29	0	16	1	11	0	0	5	0	0	0	60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	0		0					0	0	\script\skill\wudang\无我无剑.lua	lightingdamage_v		stun_v		skill_cost_v																武当剑法的无上境界，对大范围的敌人造成伤害。
太极神功	被动攻击辅助	166	11	3	\spr\Ui\技能图标\icon_sk_wa_41.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\wudang\太极神功.lua	lightingenhance_p																				武当绝顶内功,可让自己的攻击伤害更稳定.
昆仑刀法	被动攻击辅助	167	11	3	\spr\Ui\技能图标\刀法.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun\昆仑刀法.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p																提高使用刀类武器的能力。
昆仑剑法	被动攻击辅助	168	11	3	\spr\Ui\技能图标\剑法.spr				0	0	3	0	0	0	0	0	5	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun\kunlun-jianfa.lua	addphysicsdamage_p		attackratingenhance_p		deadlystrikeenhance_p		addlightingmagic_v														提高使用剑类武器的能力。
呼风法	内功系攻击	169	2	0	\spr\Ui\技能图标\icon_sk_kl_01.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	300	0	2	1	5	1	14	1	1	1	11	0	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\kunlun\呼风法.lua	lightingdamage_v		physicsdamage_v		skill_cost_v																昆仑入门法术,召唤一股旋风攻击敌人.
大浪蚀空	主动防御辅助	170	22	2	\spr\Ui\技能图标\icon_sk_kl_02.spr	\spr\skill\昆仑\kl_16_魔法施放.spr			13	0	2	0	400	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\kunlun\大浪浊空.lua	firearmor_v		skill_cost_v																		昆仑入门遁术,可形成护盾抵消敌人对自己的火属性伤害.
